,TransactionID,DateTime,Date_Key,Branch,Customer_ID,SKU_ID,SKU,Brand,SKU_Category,Qty,NormalPrice,DiscountedPrice,DiscountPercentage,Total_Price,Promo_Category
25757,T119402,2025-08-13 11:45:58,20250813,Semarang,C81273,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,4,3500.0,3500.0,0.0,14000.0,No Promo
25758,T084131,2025-07-10 13:56:29,20250710,Surabaya,C49940,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,5,10000.0,7000.0,0.3,35000.0,Promo Seasonal High
25759,T155040,2025-09-14 15:42:32,20250914,Jakarta,C79583,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,2,3500.0,2620.0,0.25,5240.0,Promo Seasonal High
25760,T125481,2025-08-19 18:35:36,20250819,Jakarta,C89625,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,2,7000.0,5600.0,0.2,11200.0,Promo Bundling
25761,T072342,2025-06-28 20:50:20,20250628,Jakarta,C09270,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,4,5500.0,5500.0,0.0,22000.0,No Promo
25762,T044158,2025-05-29 15:01:39,20250529,Jakarta,C48789,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,2,10000.0,8000.0,0.2,16000.0,Promo Bundling
25763,T080760,2025-07-07 13:36:23,20250707,Jakarta,C05293,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,4,10000.0,10000.0,0.0,40000.0,No Promo
25764,T058537,2025-06-13 14:42:29,20250613,Surabaya,C58889,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,3,7000.0,7000.0,0.0,21000.0,No Promo
25765,T103332,2025-07-29 17:08:43,20250729,Bandung,C30850,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,3,5500.0,4400.0,0.2,13200.0,Promo Bundling
25766,T029595,2025-05-12 17:02:40,20250512,Jakarta,C31791,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,5,10000.0,8000.0,0.2,40000.0,Promo Bundling
25767,T092761,2025-07-19 15:02:08,20250719,Jakarta,C82033,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,1,5000.0,3750.0,0.25,3750.0,Promo Seasonal High
25768,T042253,2025-05-26 13:08:25,20250526,Semarang,C39237,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,3,10000.0,8000.0,0.2,24000.0,Promo Bundling
25769,T154063,2025-09-13 12:49:00,20250913,Jakarta,C81744,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,4,6000.0,4500.0,0.25,18000.0,Promo Seasonal High
25770,T037939,2025-05-21 18:16:51,20250521,Bandung,C64188,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,2,3500.0,3500.0,0.0,7000.0,No Promo
25771,T025045,2025-05-06 19:46:30,20250506,Bandung,C46824,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,3,4000.0,4000.0,0.0,12000.0,No Promo
25772,T065362,2025-06-20 17:54:33,20250620,Bandung,C72840,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3,3500.0,2450.0,0.3,7350.0,Promo Seasonal High
25773,T159253,2025-09-17 10:50:25,20250917,Surabaya,C04665,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,2,4000.0,4000.0,0.0,8000.0,No Promo
25774,T153331,2025-09-12 19:33:41,20250912,Bandung,C04334,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,4,5000.0,4000.0,0.2,16000.0,Promo Bundling
25775,T035341,2025-05-18 18:26:16,20250518,Bandung,C32769,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,5,3000.0,3000.0,0.0,15000.0,No Promo
25776,T062064,2025-06-17 13:24:48,20250617,Jakarta,C57327,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,1,5500.0,5500.0,0.0,5500.0,No Promo
25777,T198095,2025-10-20 10:22:25,20251020,Bandung,C26669,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,4,10000.0,10000.0,0.0,40000.0,No Promo
25778,T194969,2025-10-18 11:21:49,20251018,Jakarta,C61914,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,1,7000.0,5600.0,0.2,5600.0,Promo Bundling
25779,T095877,2025-07-22 17:42:34,20250722,Jakarta,C46235,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,1,7000.0,7000.0,0.0,7000.0,No Promo
25780,T069014,2025-06-24 20:37:58,20250624,Surabaya,C84544,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,1,7000.0,7000.0,0.0,7000.0,No Promo
25781,T137129,2025-08-29 17:21:51,20250829,Semarang,C44866,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,3,5500.0,4950.0,0.1,14850.0,Promo Normal
25782,T141568,2025-09-02 12:12:44,20250902,Bandung,C36913,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,4,3000.0,3000.0,0.0,12000.0,No Promo
25783,T155718,2025-09-14 14:23:27,20250914,Bandung,C94258,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,1,7000.0,6300.0,0.1,6300.0,Promo Normal
25784,T059032,2025-06-14 15:45:29,20250614,Jakarta,C09002,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,3,4000.0,3000.0,0.25,9000.0,Promo Seasonal High
25785,T075341,2025-07-01 17:00:52,20250701,Surabaya,C80011,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,1,4000.0,3200.0,0.2,3200.0,Promo Bundling
25786,T155256,2025-09-14 19:14:08,20250914,Jakarta,C24931,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,3,6000.0,4500.0,0.25,13500.0,Promo Seasonal High
25787,T179710,2025-10-04 17:03:56,20251004,Surabaya,C51813,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,5,3000.0,3000.0,0.0,15000.0,No Promo
25788,T111601,2025-08-06 18:11:46,20250806,Surabaya,C76643,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,3,7000.0,4900.0,0.3,14700.0,Promo Seasonal High
25789,T130575,2025-08-24 09:20:02,20250824,Jakarta,C24501,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,1,4000.0,3600.0,0.1,3600.0,Promo Normal
25790,T121517,2025-08-15 15:32:01,20250815,Bandung,C01679,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,4,7000.0,5250.0,0.25,21000.0,Promo Seasonal High
25791,T133721,2025-08-26 15:53:20,20250826,Semarang,C31360,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,1,3500.0,2450.0,0.3,2450.0,Promo Seasonal High
25792,T100036,2025-07-26 18:02:02,20250726,Surabaya,C87399,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,5,4000.0,3600.0,0.1,18000.0,Promo Normal
25793,T176371,2025-10-01 14:59:29,20251001,Bandung,C47370,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,3,10000.0,7000.0,0.3,21000.0,Promo Seasonal High
25794,T120264,2025-08-14 11:45:44,20250814,Surabaya,C02916,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,3,5500.0,5500.0,0.0,16500.0,No Promo
25795,T116289,2025-08-11 15:29:49,20250811,Jakarta,C33985,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,5,10000.0,8000.0,0.2,40000.0,Promo Bundling
25796,T069993,2025-06-25 20:14:28,20250625,Bandung,C14765,S001,Richeese Wafer Keju 50g,Richeese,Wafer,3,5800.0,5800.0,0.0,17400.0,No Promo
25797,T099021,2025-07-25 19:23:15,20250725,Surabaya,C65376,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3,3500.0,2450.0,0.3,7350.0,Promo Seasonal High
25798,T188571,2025-10-12 17:45:58,20251012,Jakarta,C48746,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,2,5500.0,5500.0,0.0,11000.0,No Promo
25799,T030816,2025-05-13 16:12:15,20250513,Surabaya,C19189,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,3,10000.0,10000.0,0.0,30000.0,No Promo
25800,T116388,2025-08-11 16:48:38,20250811,Jakarta,C90495,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,2,3000.0,2250.0,0.25,4500.0,Promo Seasonal High
25801,T179935,2025-10-04 19:46:36,20251004,Bandung,C52286,S001,Richeese Wafer Keju 50g,Richeese,Wafer,3,5800.0,5800.0,0.0,17400.0,No Promo
25802,T127858,2025-08-21 14:06:57,20250821,Bandung,C86318,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,2,10000.0,7000.0,0.3,14000.0,Promo Seasonal High
25803,T106728,2025-08-02 09:51:09,20250802,Jakarta,C75804,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,1,3000.0,3000.0,0.0,3000.0,No Promo
25804,T043788,2025-05-28 16:27:39,20250528,Surabaya,C83701,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,1,5000.0,5000.0,0.0,5000.0,No Promo
25805,T045034,2025-05-30 11:30:49,20250530,Jakarta,C52267,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,4,7000.0,7000.0,0.0,28000.0,No Promo
25806,T138934,2025-08-31 17:17:04,20250831,Surabaya,C59644,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,3,4000.0,2800.0,0.3,8400.0,Promo Seasonal High
25807,T073859,2025-06-29 11:24:19,20250629,Semarang,C61160,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,1,5000.0,5000.0,0.0,5000.0,No Promo
25808,T076076,2025-07-02 15:25:53,20250702,Jakarta,C96771,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,2,5500.0,5500.0,0.0,11000.0,No Promo
25809,T075729,2025-07-02 20:47:54,20250702,Jakarta,C23706,S001,Richeese Wafer Keju 50g,Richeese,Wafer,3,5800.0,5800.0,0.0,17400.0,No Promo
25810,T200300,2025-10-22 10:43:53,20251022,Bandung,C41211,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,5,10000.0,10000.0,0.0,50000.0,No Promo
25811,T156558,2025-09-15 18:22:04,20250915,Surabaya,C52449,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,5,7000.0,6300.0,0.1,31500.0,Promo Normal
25812,T173777,2025-09-29 16:27:59,20250929,Surabaya,C34811,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,3,4000.0,3200.0,0.2,9600.0,Promo Bundling
25813,T171722,2025-09-27 10:20:20,20250927,Semarang,C03346,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,1,5000.0,3750.0,0.25,3750.0,Promo Seasonal High
25814,T039981,2025-05-24 18:32:21,20250524,Jakarta,C30107,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,2,3500.0,3500.0,0.0,7000.0,No Promo
25815,T033067,2025-05-16 20:38:24,20250516,Jakarta,C78924,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,5,4500.0,4500.0,0.0,22500.0,No Promo
25816,T022877,2025-05-04 13:19:47,20250504,Jakarta,C89462,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,4,7000.0,7000.0,0.0,28000.0,No Promo
25817,T084117,2025-07-10 18:20:20,20250710,Surabaya,C82585,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,5,10000.0,7000.0,0.3,35000.0,Promo Seasonal High
25818,T061159,2025-06-16 12:04:33,20250616,Jakarta,C15031,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,2,3000.0,3000.0,0.0,6000.0,No Promo
25819,T052142,2025-06-06 11:01:35,20250606,Bandung,C46203,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,1,7000.0,6300.0,0.1,6300.0,Promo Bundling
25820,T102540,2025-07-29 11:50:08,20250729,Jakarta,C46088,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,5,10000.0,8000.0,0.2,40000.0,Promo Bundling
25821,T075861,2025-07-02 16:34:40,20250702,Jakarta,C91882,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,2,7000.0,7000.0,0.0,14000.0,No Promo
25822,T031752,2025-05-14 15:46:51,20250514,Surabaya,C92480,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,2,4000.0,4000.0,0.0,8000.0,No Promo
25823,T095190,2025-07-21 20:45:43,20250721,Surabaya,C79231,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,2,7000.0,7000.0,0.0,14000.0,No Promo
25824,T092340,2025-07-18 15:32:43,20250718,Bandung,C89340,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,4,7000.0,7000.0,0.0,28000.0,No Promo
25825,T114991,2025-08-09 19:39:30,20250809,Bandung,C12468,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,5,4000.0,4000.0,0.0,20000.0,No Promo
25826,T193635,2025-10-16 11:06:57,20251016,Semarang,C68584,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,2,4000.0,3800.0,0.05,7600.0,Promo Normal
25827,T124983,2025-08-18 19:41:45,20250818,Semarang,C39704,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,4,3000.0,2850.0,0.05,11400.0,Promo Normal
25828,T202148,2025-10-24 11:25:43,20251024,Jakarta,C54343,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,4,7000.0,7000.0,0.0,28000.0,No Promo
25829,T149028,2025-09-09 11:03:10,20250909,Jakarta,C04795,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,1,4000.0,3600.0,0.1,3600.0,Promo Normal
25830,T032416,2025-05-15 11:17:50,20250515,Jakarta,C00426,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,4,7000.0,7000.0,0.0,28000.0,No Promo
25831,T039139,2025-05-23 09:46:02,20250523,Jakarta,C80467,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,5,4000.0,4000.0,0.0,20000.0,No Promo
25832,T048187,2025-06-02 14:37:01,20250602,Surabaya,C26759,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5,5000.0,5000.0,0.0,25000.0,No Promo
25833,T057115,2025-06-12 11:01:39,20250612,Jakarta,C69264,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4,4000.0,3000.0,0.25,12000.0,Promo Seasonal High
25834,T143216,2025-09-04 15:20:13,20250904,Jakarta,C10826,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4,4000.0,2800.0,0.3,11200.0,Promo Seasonal High
25835,T138780,2025-08-31 15:48:13,20250831,Surabaya,C91731,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,4,5800.0,5800.0,0.0,23200.0,No Promo
25836,T173468,2025-09-29 19:31:45,20250929,Jakarta,C12643,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,3,5500.0,5500.0,0.0,16500.0,No Promo
25837,T081802,2025-07-08 19:06:22,20250708,Jakarta,C78548,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3,3000.0,3000.0,0.0,9000.0,No Promo
25838,T149595,2025-09-09 16:59:40,20250909,Surabaya,C96428,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,1,6000.0,4500.0,0.25,4500.0,Promo Seasonal High
25839,T027138,2025-05-09 20:15:15,20250509,Jakarta,C70846,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4,4000.0,4000.0,0.0,16000.0,No Promo
25840,T165127,2025-09-22 17:17:31,20250922,Jakarta,C23721,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,2,3000.0,3000.0,0.0,6000.0,No Promo
25841,T193224,2025-10-16 10:27:21,20251016,Surabaya,C63962,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,1,4500.0,4500.0,0.0,4500.0,No Promo
25842,T124279,2025-08-18 17:05:55,20250818,Jakarta,C79156,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5,5500.0,5500.0,0.0,27500.0,No Promo
25843,T146482,2025-09-07 17:37:03,20250907,Jakarta,C38610,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,2,5800.0,5800.0,0.0,11600.0,No Promo
25844,T121286,2025-08-15 20:07:31,20250815,Surabaya,C32159,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,4,3000.0,2250.0,0.25,9000.0,Promo Seasonal High
25845,T158720,2025-09-17 11:08:05,20250917,Jakarta,C44510,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,1,4000.0,4000.0,0.0,4000.0,No Promo
25846,T020301,2025-05-01 20:52:23,20250501,Jakarta,C53626,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,4,6000.0,6000.0,0.0,24000.0,No Promo
25847,T024156,2025-05-05 17:20:13,20250505,Bandung,C72044,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5,5000.0,3500.0,0.3,17500.0,Promo Seasonal High
25848,T149898,2025-09-09 12:07:38,20250909,Semarang,C28426,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,4,3500.0,2620.0,0.25,10480.0,Promo Seasonal High
25849,T153976,2025-09-13 16:59:31,20250913,Jakarta,C67261,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4,4000.0,2800.0,0.3,11200.0,Promo Seasonal High
25850,T090033,2025-07-16 18:38:11,20250716,Jakarta,C34356,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,5,7000.0,7000.0,0.0,35000.0,No Promo
25851,T086944,2025-07-13 12:12:29,20250713,Jakarta,C84922,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,1,4000.0,4000.0,0.0,4000.0,No Promo
25852,T088320,2025-07-14 12:47:03,20250714,Surabaya,C27383,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4,4000.0,4000.0,0.0,16000.0,No Promo
25853,T025366,2025-05-07 20:04:33,20250507,Jakarta,C85063,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,3,4000.0,4000.0,0.0,12000.0,No Promo
25854,T206399,2025-10-28 12:03:48,20251028,Jakarta,C94646,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,2,4000.0,4000.0,0.0,8000.0,No Promo
25855,T198818,2025-10-21 11:18:56,20251021,Jakarta,C87756,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,5,3000.0,3000.0,0.0,15000.0,No Promo
25856,T158631,2025-09-17 19:32:09,20250917,Jakarta,C79800,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,1,4500.0,4500.0,0.0,4500.0,No Promo
25857,T046805,2025-06-01 09:14:48,20250601,Jakarta,C95860,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,2,7000.0,7000.0,0.0,14000.0,No Promo
25858,T158250,2025-09-16 19:12:55,20250916,Bandung,C63750,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,5,7000.0,7000.0,0.0,35000.0,No Promo
25859,T136420,2025-08-29 15:57:08,20250829,Jakarta,C86595,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,2,5500.0,4950.0,0.1,9900.0,Promo Normal
25860,T043078,2025-05-27 16:44:48,20250527,Bandung,C07003,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,1,10000.0,8000.0,0.2,8000.0,Promo Bundling
25861,T207567,2025-10-29 14:36:49,20251029,Jakarta,C11097,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,4,5500.0,5500.0,0.0,22000.0,No Promo
25862,T059576,2025-06-14 18:42:29,20250614,Bandung,C94904,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,5,3500.0,3500.0,0.0,17500.0,No Promo
25863,T055938,2025-06-11 20:48:09,20250611,Jakarta,C75311,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5,5800.0,5800.0,0.0,29000.0,No Promo
25864,T108611,2025-08-04 17:58:18,20250804,Jakarta,C60551,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5,5800.0,4060.0,0.3,20300.0,Promo Seasonal High
25865,T034504,2025-05-17 14:29:52,20250517,Bandung,C00746,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5,5000.0,5000.0,0.0,25000.0,No Promo
25866,T166930,2025-09-24 20:40:27,20250924,Jakarta,C46977,S001,Richeese Wafer Keju 50g,Richeese,Wafer,4,5800.0,5800.0,0.0,23200.0,No Promo
25867,T184988,2025-10-09 16:37:52,20251009,Jakarta,C75190,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5,5000.0,3750.0,0.25,18750.0,Promo Seasonal High
25868,T091092,2025-07-17 20:35:07,20250717,Surabaya,C33208,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,3,10000.0,10000.0,0.0,30000.0,No Promo
25869,T069805,2025-06-25 13:15:57,20250625,Surabaya,C30056,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,1,7000.0,7000.0,0.0,7000.0,No Promo
25870,T074579,2025-06-30 13:25:32,20250630,Surabaya,C69964,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,4,3000.0,2700.0,0.1,10800.0,Promo Bundling
25871,T048120,2025-06-02 12:49:57,20250602,Surabaya,C47617,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,1,3000.0,3000.0,0.0,3000.0,No Promo
25872,T197396,2025-10-20 11:39:16,20251020,Jakarta,C06851,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3,3000.0,3000.0,0.0,9000.0,No Promo
25873,T045801,2025-05-30 14:38:50,20250530,Semarang,C21796,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,2,5000.0,5000.0,0.0,10000.0,No Promo
25874,T058488,2025-06-13 15:47:37,20250613,Surabaya,C67654,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,2,4000.0,2800.0,0.3,5600.0,Promo Seasonal High
25875,T116065,2025-08-10 15:28:03,20250810,Bandung,C48341,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5,5500.0,5500.0,0.0,27500.0,No Promo
25876,T159397,2025-09-17 13:07:09,20250917,Bandung,C94406,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,2,5800.0,5800.0,0.0,11600.0,No Promo
25877,T135196,2025-08-28 19:57:55,20250828,Jakarta,C68920,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,1,5000.0,4000.0,0.2,4000.0,Promo Bundling
25878,T060128,2025-06-15 17:50:17,20250615,Jakarta,C12400,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,5,6000.0,5400.0,0.1,27000.0,Promo Bundling
25879,T180004,2025-10-04 09:42:13,20251004,Bandung,C01096,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,3,5000.0,5000.0,0.0,15000.0,No Promo
25880,T190471,2025-10-14 10:36:43,20251014,Jakarta,C92016,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,5,7000.0,5600.0,0.2,28000.0,Promo Bundling
25881,T106113,2025-08-01 17:00:38,20250801,Surabaya,C92079,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3,3000.0,3000.0,0.0,9000.0,No Promo
25882,T129238,2025-08-22 17:57:19,20250822,Semarang,C46874,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,2,7000.0,7000.0,0.0,14000.0,No Promo
25883,T056890,2025-06-12 16:58:29,20250612,Jakarta,C16615,S001,Richeese Wafer Keju 50g,Richeese,Wafer,4,5800.0,5800.0,0.0,23200.0,No Promo
25884,T187263,2025-10-11 18:19:28,20251011,Jakarta,C86204,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4,4000.0,3200.0,0.2,12800.0,Promo Bundling
25885,T171921,2025-09-28 16:03:29,20250928,Jakarta,C57721,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,5,7000.0,7000.0,0.0,35000.0,No Promo
25886,T135248,2025-08-28 11:54:45,20250828,Jakarta,C55650,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,5,4000.0,2800.0,0.3,14000.0,Promo Seasonal High
25887,T187018,2025-10-11 17:35:32,20251011,Jakarta,C84231,S001,Richeese Wafer Keju 50g,Richeese,Wafer,3,5800.0,5800.0,0.0,17400.0,No Promo
25888,T179166,2025-10-04 11:24:27,20251004,Jakarta,C31970,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,2,7000.0,6300.0,0.1,12600.0,Promo Normal
25889,T179703,2025-10-04 10:57:10,20251004,Surabaya,C35818,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,4,7000.0,6300.0,0.1,25200.0,Promo Normal
25890,T081191,2025-07-07 18:27:14,20250707,Surabaya,C12484,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,2,10000.0,10000.0,0.0,20000.0,No Promo
25891,T198583,2025-10-21 09:36:05,20251021,Jakarta,C55047,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4,4000.0,4000.0,0.0,16000.0,No Promo
25892,T197476,2025-10-20 12:37:54,20251020,Jakarta,C87898,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,2,3500.0,3500.0,0.0,7000.0,No Promo
25893,T096500,2025-07-23 19:55:04,20250723,Jakarta,C41007,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,1,10000.0,10000.0,0.0,10000.0,No Promo
25894,T102862,2025-07-29 09:09:49,20250729,Jakarta,C33199,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,4,6000.0,6000.0,0.0,24000.0,No Promo
25895,T158752,2025-09-17 10:50:17,20250917,Jakarta,C97284,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,1,5000.0,4500.0,0.1,4500.0,Promo Normal
25896,T173698,2025-09-29 19:54:15,20250929,Surabaya,C77731,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,1,7000.0,7000.0,0.0,7000.0,No Promo
25897,T205212,2025-10-27 14:33:10,20251027,Jakarta,C47968,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,3,4000.0,4000.0,0.0,12000.0,No Promo
25898,T089849,2025-07-16 10:50:29,20250716,Jakarta,C46899,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,1,4000.0,4000.0,0.0,4000.0,No Promo
25899,T118687,2025-08-13 12:19:27,20250813,Jakarta,C12900,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,3,5000.0,5000.0,0.0,15000.0,No Promo
25900,T045931,2025-05-31 16:23:39,20250531,Jakarta,C11261,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,4,7000.0,7000.0,0.0,28000.0,No Promo
25901,T137063,2025-08-29 18:48:41,20250829,Semarang,C21436,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,2,5800.0,5800.0,0.0,11600.0,No Promo
25902,T121856,2025-08-16 10:15:53,20250816,Jakarta,C11365,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,1,7000.0,5250.0,0.25,5250.0,Promo Seasonal High
25903,T082855,2025-07-09 13:29:02,20250709,Jakarta,C50279,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,3,5000.0,3750.0,0.25,11250.0,Promo Seasonal High
25904,T189956,2025-10-13 09:10:12,20251013,Surabaya,C83770,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3,3500.0,2800.0,0.2,8400.0,Promo Bundling
25905,T204831,2025-10-26 15:17:37,20251026,Bandung,C94905,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,1,7000.0,7000.0,0.0,7000.0,No Promo
